Temperature,Pressure,Humidity,Vaccum,Energy
28.37,1005.65,56.13,67.07,435.94
27.55,1011.6,63.99,65.59,440.53
5.96,1029.4,88.63,36.25,488.2
28.52,1010.34,54.21,70.02,441.98
26.49,1012.09,57.84,59.44,441.16
22.65,1006.43,85.13,60.93,440.52
7.04,1019.37,69.11,39.37,488
30.13,1010.99,61.5,78.05,434.14
29.32,1008.34,51.51,71.29,432.17
10.46,1020.65,92.24,41.26,473.76
19.62,1012.09,50.02,52.05,456.81
10.71,1018.23,90.88,41.93,478.76
26.06,1012,84.05,64.05,442.24
8.2,1025.24,96.26,41.14,474.04
25.32,1006.19,73.94,60.37,438.5
15.75,1016.31,77.99,39.16,468.87
30.26,1008.44,62.1,76.2,435.04
9.86,1009.16,81.41,42.49,477.78
20.56,1015.85,45.7,43.79,462.11
27.28,1009.02,49.9,44.89,441.94
22.89,1007.84,88.16,62.39,448.13
27.59,1005.71,57.03,50.05,437.98
31.11,1012.34,44.45,72.25,434.22
13.8,1013.12,90.59,40.2,466.29
21.8,1007.84,89.04,62.39,452.15
14.28,1013.82,77.52,39.39,469.92
9.99,1033.14,68.36,41.82,475.75
17.65,1018.58,94.65,59.87,450.93
19.47,1012.77,77.33,50.9,457.08
16.64,1008.7,81.79,39.64,463.49
16.95,1012.59,87.87,40.12,457.05
25.95,1009.36,66.82,69.51,434.38
14.09,1016.45,67.27,41.2,472.42
11.21,1013.01,75.55,39.85,480.61
20.25,1020.03,69.33,55.5,455.13
17.72,1013.26,65.09,48.14,457.44
13.78,1014.8,81.19,38.28,467.43
5.57,1013.55,92.14,42.85,488.85
18.23,1016.74,78.85,60.95,455.53
23.89,1012.46,78.29,65.18,438.97
32.16,1008.17,56.88,66.25,434.5
25.62,1013.84,83.49,63.13,439.13
21.69,1013.05,67.55,42.23,461.56
13.9,1023.29,83.43,45.08,465.31
25.88,1016.66,81.09,74.67,434.81
25.03,1012.84,80.85,61.86,439.55
17.7,1015.44,89.57,50.88,456.78
13.98,1017.19,87.45,40.24,467.2
23.36,1010.99,94.41,72.24,434.15
26.55,1005.74,79.41,73.67,433.44
25.16,1014.99,64,47.01,452.64
23.82,1009.8,68.94,63.76,440.52
29.86,1010.22,70.36,70.8,437.47
25.42,1016.74,68.92,66.05,442.6
8.33,1020.24,82.84,39.72,479.12
26.2,1011.42,47.82,65.18,440.07
31.49,1010.71,40.16,73.5,432.13
28.05,1006.73,64.42,70.36,434.06
9.7,1012.79,75.2,37.14,475.77
15.94,1014.29,67.57,44.85,462.54
18.52,1013.77,99.89,58.41,446.68
14.5,1016.81,82.93,40.66,463.53
25.66,1006.76,84.76,71.77,429.25
24.29,1013.04,65.85,62.91,442.18
13.87,1006.76,89.14,49.83,462.46
6.1,1018.07,75.85,43.65,485.24
21.91,1009.17,90.57,70.32,439.29
29.34,1007.82,62.43,70.94,433.57
23.93,1011.09,87.26,65.59,444.9
7.77,1010.25,83.65,40.27,485.54
28.07,1012,71.69,74.33,428.87
28.34,1015.05,76.73,73.68,432
18.59,1015.75,80.72,65.06,450.4
28.68,1011.78,62.67,61.86,440.57
19.01,1017.14,90.99,58.46,446.18
21.29,1011.31,90.12,51.43,452.94
9.78,1022.97,78.31,52.75,469.58
19.65,1013.04,75.9,42.23,461.16
8.54,1019.75,71.24,38.08,478.31
21.39,1013.03,86.44,58.05,449.76
13.25,1013.61,76.05,43.7,472.22
13.53,1017.52,84.02,42.03,466.71
5.35,1013.23,93.53,35.79,483.2
32,1011.22,46.16,65.74,440.26
26.92,1008.11,61.73,68.27,435.17
25.82,1008.08,65.25,59.43,436.67
26.41,1010.69,73.78,65.59,441.49
4.27,1010.99,84.85,39.64,487.19
17.79,1020.5,69.72,44.9,457.72
17.47,1016.36,82.26,58.16,456.97
28.53,999.08,75.77,76.86,431.64
28.37,1012.41,45.87,68.12,436.42
22.88,1010.11,86.96,71.73,436.36
10.16,1013.15,94.3,41.62,465.05
4.59,1010.85,71.78,39.33,494.9
9.23,1019.44,76.11,39.66,481.77
23.81,1016.96,70.16,66.51,438.32
17.98,1009.61,84.11,60.1,452.57
12.38,1013.26,90.55,45.09,467.47
12.88,1016.03,88.51,44.34,474.94
23.26,1013.64,71.3,63.56,446.67
25.98,1011.36,66.86,68.12,439
10.01,1018.78,86.84,41.17,479.4
8.55,1029.54,85.23,36.25,480.68
16.85,1013.26,83.94,50.9,460.68
23.48,1014.41,62.61,66.49,450.05
19.64,1013.33,98.99,46.33,451.45
22,1004.55,95.25,59.54,439.37
22.54,1012.15,84.91,63.91,446.64
28.18,1011.99,74.72,77.54,430.55
31.04,1015.85,43.32,74.67,435.17
10.81,1023.45,85.89,45,482.63
21.84,1019.28,62.17,55.5,454.99
24.96,1011.37,63.12,69.68,447.2
22.19,1011.03,82.49,70.02,444.85
31.01,1010.89,56.52,74.16,434.64
19.05,1020.25,75.76,55.5,457.5
17.37,1012.2,91.14,58.49,456.29
24.07,1006.61,73.46,73.46,438.41
23,1020.61,80.29,66.05,421.57
20.05,1012.29,85.09,42.48,457.01
24.03,1007.55,52.48,45.87,445.84
31.44,1006.95,56.99,79.74,431.69
7.36,1025.49,96.48,41.01,477.37
20.53,1016.69,73.47,65.06,446.64
29.21,1012.72,71.85,72.25,434.64
20.68,1015.73,74.36,63.86,447.84
32.96,1008.86,40.23,69.75,435.56
26.29,1012.68,60.33,56.85,439.86
29.25,1012.05,84.28,78.87,430.49
31.91,1014.59,54.51,69.89,429.29
6.67,1011.07,91.96,39.33,490.03
14.56,1010.94,79.57,40.89,467.53
20.3,1014.05,86.38,58.41,451.74
20.74,1017.54,70.66,58.2,450.4
23.51,1016.44,65.38,58.79,445.75
32.32,1006.63,62.96,76.09,432.53
25.79,1017.46,75.63,75.6,434.65
22.26,1008.32,84.22,70.47,440.21
5.53,1013.48,94.19,35.79,484.25
16.05,1013.92,87.99,65.46,456.94
9.98,1013.56,95.77,41.62,463.16
18.47,1019.86,82.57,62.1,452.51
26.55,1013.92,52.22,69.45,434.55
27.67,1004.41,78.14,71.64,433.29
29.63,1018.08,58.46,66.75,433.26
9.32,1020.03,70.21,41.39,481.88
29.04,1007.52,75.44,76.09,430.32
19.27,1015.63,73.48,65.12,449.42
21.55,1005.69,84.05,44.05,443.48
8.35,1019.23,73.26,40.46,474.79
24.71,1013.78,85.82,61.9,443.39
21.85,1013.03,66.39,58.33,447.31
11.2,1019.94,67.18,41.54,479.03
25.21,1010.99,75.27,69.48,436.02
21.75,1009.36,94.41,50.12,446.64
23.59,1009.69,87.06,71.73,435.67
27.57,1010.48,55.87,68.31,444.71
15.03,1016.58,84.08,40.66,459.46
3.6,1018.73,99.1,35.19,488.98
27.81,1016.11,48.48,66.51,439.48
21.41,1008.61,84.47,50.32,443.63
6.4,1019.54,85.37,41.17,488.82
31.03,1011.33,52.16,69.98,436.13
14.09,1023.65,94.29,44.84,466.12
31.38,1009.17,60.42,71.32,433.44
30.21,1006.19,67.57,71.32,434.91
23.81,1012.13,86.13,73.17,438.11
21.4,1017.84,78.01,59.21,444.15
15.14,1010.33,84.3,37.85,468.31
16.34,1015.92,48.24,41.48,453.6
25.64,1012.33,68.35,63.47,442.62
14.2,1022.26,71.71,40.92,460.42
29.91,1013.22,39.76,74.33,430.26
22.64,1005.71,95.65,70.98,441.99
32.5,1014.65,55.72,73.68,427.63
25.73,1010.15,54.66,62.66,444.85
32.35,1014.76,60.88,77.95,432.72
18.1,1023.05,48.41,45,465.46
15.32,1013.3,83.72,45.01,459.31
21.41,1011.37,82.28,54.2,448.11
18.87,1012.02,53.46,52.05,458.64
27.3,1008.08,63.48,57.19,438.65
14.2,1015.36,74.85,45.51,465.35
8.61,1021.9,74.35,43.8,478.25
27.98,1009.46,63.11,74.78,436.82
23.97,1018.09,57.62,63.86,441.65
20.63,1010.71,62.34,43.77,448.25
23.63,1012.29,88.81,73.18,437.7
24.84,1009.84,82.41,71.73,436.36
25.76,1007.93,90.4,71.06,433.75
6.77,1017.8,81.13,38.18,484.31
21.75,1014.89,67.09,67.45,445.1
18.21,1014.67,56.86,41.85,468.4
23.09,1011.4,89.76,73.5,438.56
21.28,1011.55,88.05,70.32,438.7
29.04,1009.55,66.58,70.72,437.95
11.98,1014.97,98.05,39.35,472.43
11.4,1023.31,75.7,52.75,465.79
4.32,1017.8,88.51,35.47,488.03
15.77,1013.01,79.1,39.82,468.78
17.75,1016.86,61.52,42.24,468.86
19.26,1015.74,84.64,58.46,450.66
23.85,1013.99,60.6,69.45,439.67
26.77,1013.26,44.56,64.45,449.1
25.2,1013.04,74.28,61.08,447.09
21.84,1008.84,96.5,59.07,448.61
20.17,1015.41,79.47,58.12,455.25
21.74,1015.82,88.96,60.27,441.22
27.53,1007.75,49.31,70.32,433.72
21.95,1013.92,70.94,50.66,455.23
8.03,1020.47,60.67,37.8,481.51
15.25,1016.18,79.39,39.16,471.05
32.16,1005.5,60.23,71.32,434.01
24.81,1007.71,84.37,67.17,442.75
14.85,1016.02,55.29,43.13,470.37
28.32,1007.77,78.35,72.58,428.06
22.21,1008.34,76.22,61.5,445.77
5.53,1020.78,97.25,40.64,479.88
25.31,1008.65,79.35,60.75,437.33
15.86,1021.22,75.38,43.5,459.42
23.47,1017.19,75.36,60.77,444.46
14.08,1015.59,54.15,43.41,466.99
20.15,1013.47,66.7,49.5,462.65
13.07,1016.93,70.02,43.13,471.47
26.75,1013.88,53.65,69.45,434.57
32.31,1010.41,39.39,62.04,450.13
30.18,1009.8,36.81,61.5,436.92
9.15,1032.88,75.11,41.82,477.78
8.57,1017.53,90.46,40.23,484.17
24.68,1013.83,54.97,48.06,447.96
5.97,1012.3,94.1,40.35,489.03
17.54,1008.97,67.67,42.42,471.28
24.98,1016.39,63.12,60.32,446.46
25.54,1006.49,71.54,60.37,436.14
27.45,1007.12,65.87,64.34,440
23.24,1012.21,45.23,45.01,457.01
11.04,1017.53,83.42,45.51,474.45
17.06,1013.83,73.95,58.96,461.15
3.82,1016.62,84.34,35.47,489.04
12.1,1019.1,75.85,44.77,463.11
11.72,1021.54,85.13,40.55,470.8
14.66,1018.14,84.68,42.07,462.77
22.45,1014.57,87.44,63.77,444.26
23.46,1008,90.55,72.43,435.36
30.15,1007.58,54.14,70.32,426.8
31.74,1007.07,61.47,79.74,431.72
21.4,1014.58,80.85,74.93,434.09
16.56,1007.48,74.45,42.99,464.62
27.45,1011.34,58.58,59.74,450.46
13.69,1008.53,84.81,40.83,471.26
12.67,1014.06,89.9,42.86,473.13
19.77,1016.22,74.95,65.06,448.26
28.04,1011.28,78.16,70.32,435.42
13.35,1011.32,89.12,41.16,474.57
20.54,1012.23,81.06,68.12,440.28
21.67,1018.32,68.21,57.76,452.56
25.61,1014.1,62.9,52.36,451.42
18.03,1013.1,81.42,53.16,457.73
5.85,1022.44,84.77,40.77,480.59
10.38,1021.53,95.18,40.92,466.46
23.36,1011.96,89.15,73.18,435.85
12.91,1011.9,89.19,41.16,472.71
15.35,1008.38,81.13,41.79,455.54
30.69,1012.71,60.89,74.16,435.17
30.58,1011.61,37.43,65.18,437.17
18.15,1017.42,88.24,58.46,449.48
12.38,1013.86,85.35,40.6,472.53
34.65,1016.03,26.67,74.67,427.69
10.99,1021.1,93.64,43.5,469.34
33.72,1011.4,37.51,74.33,428.96
19.09,1019.91,39.32,44.63,461.36
21.43,1012.68,99.68,63.94,445.29
34.33,1001.74,42.75,74.34,435.76
30.59,1010.28,50.56,70.04,429.13
32,1009.92,42.47,73.17,433.72
3.96,1016.79,83.81,35.47,489.68
32.45,1011.21,50.18,66.44,429.99
28.91,1013.84,39.72,58.33,437.53
32.26,1008.41,48.58,71.29,431.96
23.39,1009.83,86.05,74.22,439.92
29.27,1015.21,67.16,69.89,425.55
16.37,1021.26,72.4,43.5,459.18
18.68,1016.68,48.88,43.69,463.02
24.86,1012.99,60.33,65.34,447.25
5.12,1025.45,96.88,40.78,481.28
32.55,1014.36,44.83,73.03,439.81
19.81,1013.39,38.13,43.56,460.59
8.46,1025.05,69.36,39.42,474.42
23.71,1014.54,46.04,68.63,449.41
30.52,1006.22,56.4,71.77,426.14
22.79,1012.99,55.78,68.63,446.16
19.05,1013.22,82.8,53.16,455.76
25.72,1007.47,69.14,66.86,439.97
9.64,1022.51,78.62,40.56,483.39
29.49,1007.83,79.08,70.98,434.43
23.4,1002.85,69.82,49.16,446.05
10.36,1011.95,78.15,43.67,477.23
16.74,1005.68,71.17,39.16,460.47
17.07,1005.88,83.43,41.35,464.6
27.43,999.72,67.94,64.96,431.21
23.1,1017.69,65.44,60.08,451.01
28.25,1006.36,67.03,71.77,429.39
30.92,1011,59.62,78.05,434.12
26.75,1013.55,45.47,58.33,444.09
6.62,1027.33,86.24,41.14,479.74
12.69,1016.05,82.92,40.75,472.68
18.04,1017.96,66.3,44.88,461.13
19.15,1019.95,84.1,56.53,456.4
12.08,1016.63,92.32,40.24,474.07
15.67,1013.76,88.92,48.78,462.96
34.63,1011.7,31.45,74.33,428.54
7.46,1009.63,96.51,41.26,482.83
19.61,1019.69,77.13,56.53,454.22
10.96,1019.28,87.38,41.93,473.28
24.15,1013.8,92.1,63.13,440.15
8.09,1012.99,67.31,38.5,484.81
21.59,1012.72,77.13,48.06,446.83
25.03,1017.28,56.96,59.21,446.33
10.24,1021.17,94.34,41.58,465.86
24.2,1013.05,70.29,57.85,446.87
20.24,1013.73,99.59,58.41,449.49
31.82,1014.8,40.58,73.68,433.32
14.17,1010.99,94.08,39.59,464.17
10.07,1028.09,70.52,34.69,478.65
29.79,1009.19,65.49,68.24,428.44
12.51,1013.24,91.55,43.67,471.96
18.91,1017.76,90.49,59.21,450.24
7.98,1018.57,77.04,39.61,479.78
31.67,1012.38,46.52,69.68,439.72
17.59,1018.96,81.34,65.48,454.51
25.96,1016.17,55.51,60.32,443.44
15.35,1016.3,57.12,35.4,468.94
22.39,1014.56,64.31,48.14,448.58
30.85,1014.53,32.99,67.45,430.8
24.02,1020.49,55.17,64.63,449.66
16.25,1011.09,62.7,40.89,464.33
24.33,1013.51,52.63,46.93,449.07
28.78,999.75,56.43,64.96,432.66
25.01,1007.91,80.93,59.54,441.3
22.98,1016.06,72.69,58.46,445.05
17.85,1007.79,83.59,46.48,458.16
24.24,1010.15,91.14,71.58,437.75
5.09,1013.78,91.34,42.85,481.24
12.68,1014.46,79.77,40.69,475.37
29.56,1006.09,42.17,52.84,436.46
18.46,1001.47,97.61,42.18,458.67
10.07,1018.65,69.2,40.46,470.99
21.49,1007.47,66.66,56.9,452.46
16.69,1015.39,63.62,53.82,458.96
28.77,1013.73,36.6,58.33,448.06
15.03,1014.25,94.52,42.44,464.91
28.62,1008.87,46.67,70.32,431.03
14.84,1019.61,66.78,71.14,454.16
23.33,1017.93,66.37,58.95,442.71
26.1,1009.25,84.52,66.25,441.53
12.72,1008.36,92.59,39.13,467.28
26.34,1013.87,54.15,69.45,438.5
30.54,999.42,64.32,70.17,434.62
7.09,1019.6,72.1,43.65,483.42
23.47,1013.44,83.33,59.22,442.13
9.78,1023.18,75.05,41.93,484.03
13.61,1021.66,62.83,41.74,471.79
24.96,1008.25,80.52,74.99,440.91
25.68,1012.33,67.29,59.44,444.36
23.01,1012.82,82.62,59.44,445.72
30.28,1005.03,54.59,58.9,439.06
5.86,1017.03,85.06,40.62,480.71
9.68,1015.63,74.5,39.61,475.02
26.04,1011.66,68.95,71.14,433.78
12,1015.48,82.51,39.35,476.64
15.45,1012.6,85.47,46.63,464.37
30.09,1009.51,53.24,69.48,435.2
11.23,1019.36,56.85,41.17,475.85
10.59,1017.7,92.91,41.93,479.85
19.89,1007.33,92.08,51.43,448.98
14.35,1023.09,69.5,40.71,473.56
5.47,1018.66,83.61,40.62,481.56
16.11,1025.37,79.85,44.92,460.99
26.03,1007.3,82.52,59.07,440.6
30.61,1011.18,52.5,68.84,439.9
22.54,1011.71,81.64,63.07,442.28
11.67,1017.65,82.48,40.23,475.07
11.71,1015.37,79.95,41.44,474.22
10.91,1018.44,64.38,39.61,469.42
29.53,1007.22,70.68,70.94,432.43
30.54,1007.25,70.46,69.14,435.46
10.72,1023.22,86.95,45,480.62
25.54,1010.51,55.34,48.41,437.58
24.89,1013.52,64.65,64.27,444.21
29.33,1006.04,44.3,52.84,438.25
9.33,1024.55,98.58,39.96,473.78
20.76,1007.8,99.22,58.18,449.25
28.78,1014.54,49.03,60.07,439.74
19.62,1012.89,37.6,43.56,463.33
24.92,1014.88,60.58,60.95,445.44
11.33,1019.05,87.13,41.16,468.87
22.12,1009.61,90.83,63.91,447.77
18.27,1010.38,88.39,51.43,460.41
15.9,1005.35,92.89,41.35,464.93
14.67,1019.84,77.72,71.14,458.8
17.94,1012.64,68.11,37.2,467.65
18.92,1020.32,47.81,44.63,451.64
15.27,1013.28,86.92,56.89,456.72
16.31,1003.98,98.62,68.28,450.33
4.99,1022.33,83.11,41.03,493.16
24.07,1008.83,94.87,71.97,441.84
20.03,1012.15,82.54,62.26,447.4
15.83,1013.39,74.12,41.67,464.93
25.44,1000.65,91.89,70.17,433.02
23.38,1005.27,82.98,52.84,440.28
30.17,1017.06,43.81,64.79,439.75
29.97,1009.41,78.26,73.06,430.37
6.86,1007.95,93.96,42.49,486.14
21.87,1019.99,67.05,49.39,451.97
20.46,1007.31,93.25,51.43,444.88
12.03,1015.32,85.39,40.1,474.94
32.21,1014.94,49.38,68.3,429.66
33.08,1009.03,43.69,69.75,434.98
5.66,1013.86,94.42,35.79,484.15
19.35,1005.43,100.1,50.12,447.43
23.43,1011.31,73.55,51.43,444.09
11.18,1013.32,74.32,37.5,472.02
28.37,1004.81,53.52,72.86,441.37
11.49,1016.35,53.11,39.22,471.47
18.87,1009.16,69.5,43.43,454.58
20.3,1015.24,78.75,59.8,453.29
12.39,1007.6,92.43,49.83,468.43
33.13,999.57,48.34,74.34,433.73
18.26,1012.38,85.74,59.15,452.03
11.21,1021.75,77,41.06,474.03
18.19,1017.24,78.73,44.06,456.13
12.6,1022.13,67.89,41.74,474.23
20.18,1011.31,65.11,43.43,450.09
22.89,1015.53,61,65.34,450.53
12.19,1018.96,80.91,44.63,468.91
25.86,1008.59,81.28,59.07,440.9
15.33,1014.15,80.56,52.05,452.82
17.3,1020.28,88.06,62.1,450.83
11.52,1016.23,85.18,40.75,477.19
32.09,1006.92,61.5,79.74,432.85
24.82,1007.81,84.72,72.99,435.68
27.85,1008.48,77.15,66.44,429
25.72,1016.64,75.93,74.67,434.83
25.61,1010.26,75.15,74.22,438.45
22.18,1014.04,43.13,45.09,455.4
13.92,1003.83,88.69,41.16,465.33
14.26,1019.81,76.46,44.2,462.87
27.02,1000.48,87.86,71.25,438.33
14.29,1009.98,92.81,37.85,468.63
11.23,1019.36,56.85,41.17,475.85
17.57,1015.53,67.22,43.7,463.64
12.67,1016.92,92.8,41.16,462.35
27.42,1013.43,69.42,65.74,440.52
15.63,1012.57,40.32,43.02,466.69
13.74,1023.26,84.2,44.21,466.67
29.61,1005.91,39.28,67.07,434.14
30.39,1002.7,59.15,66.54,428.89
15.24,1020.56,66.13,44.45,460.94
12.52,1018.67,95.29,42.34,464.71
24.56,1014.43,68.85,51.86,447.57
16.39,1014.58,90.34,58.59,455.05
10.64,1025,93.59,41.04,468.88
18.06,1018.79,77.95,65.48,454.34
12.81,1016.49,80.76,44.58,475.5
10.03,1017.3,85.99,42.18,475.74
22.74,1015.16,79.58,58.12,447.86
20.65,1012.76,45.27,41.67,455.5
8.19,1016.57,75.38,41.66,485.2
14.08,1011.67,72,39.31,464.16
8.74,1016.81,93.37,40.03,481.07
28.9,1011.64,64.44,68.84,437.06
13.95,1013.18,90.77,40.2,464.79
7.89,1019.61,74.53,40.46,477.27
25.17,1017.87,63.26,64.79,442.15
26.94,1010.49,76.58,68.24,430.34
14.08,1017.52,91.49,40.73,461.58
14.32,1024.49,73.84,40.78,457.92
24.63,1010.45,85.36,59.57,440.67
26.59,1009.27,73.96,69.13,430.11
11.62,1018.4,68.06,39.72,471.56
17.32,1015.13,61.66,43.7,464.5
20.39,1021.31,62.35,64.15,457.37
11.64,1017.36,83.4,41.39,479.53
22.08,1018.42,58.46,55.5,455.79
17.77,1020.11,81.51,52.9,457.98
22.43,1006.94,75.54,69.84,436.19
21.87,1013.01,57.39,66.86,453.62
25.59,1007.88,82.98,72.43,432.49
15.24,1017.34,65.16,40,454.64
8.14,1009.04,80.33,37.49,480.66
21.2,1014.04,85.06,59.39,444.57
10.9,1010.58,64.88,39.64,477.04
17.23,1002.45,68.88,41.1,464.18
14.03,1006.64,90.01,49.83,463.71
8.42,1008.4,87.78,42.28,481.91
29.09,1003.05,48.13,47.93,438.97
4.08,1018.87,97.07,35.19,489.44
29.72,1010.72,53.46,68.08,430.36
5.98,1001.66,89.5,41.31,484.51
28.83,1000.05,63.57,64.96,429.13
12.9,1015.92,59.15,43.41,464.26
34.61,1013.61,36.91,73.03,438.56
18.32,1005.06,87.21,47.83,454.11
27.37,1008.16,79.94,72.58,428.05
16.02,1020.97,85.64,44.21,462.51
22.1,1009.4,85.78,74.87,442.83
6.93,1017.25,87.29,39.81,484.98
6.75,1020.26,70.99,39.37,486.26
25.42,1017.92,68.61,67.25,439.43
23.05,1013.84,62.21,58.86,445.46
7.23,1015.23,98.04,41.22,483.31
22.59,1005.85,84.02,59.43,442
9.06,1019.64,76.98,39.66,479.53
11.82,1019.5,55.74,41.17,475.61
25.14,1007.44,76.71,60.93,437.4
25.21,1009.51,76.13,70.04,432.93
10.54,1016.64,93.52,41.93,479.65
32.42,1004.82,41.62,75.08,436.26
19.88,1015.52,37.85,44.6,467.68
24.73,1009.82,88.79,70.72,439.3
12.67,1017.41,83.63,48.14,463.68
11.02,1016.31,78.13,40.81,474.01
18.09,1010.6,52.11,48.92,455.07
19.67,1015.46,31.46,44.71,464.99
19.96,1020.59,64.95,56.03,454.67
12.3,1015.74,82.58,40.69,474.46
21.99,1009.19,82.58,51.19,446.93
25.35,1006.83,88.44,71.98,435.72
6.22,1017.87,69.41,38.68,483.55
15.69,1021.18,84.38,37.87,465.41
21.44,1015.2,81.1,60.32,448.84
24.27,1013.5,61.09,63.9,450.26
21.55,1017.42,92.59,60.27,443.93
23.74,1013.2,49.51,49.5,463.4
11.94,1017.97,82.93,44.2,474.02
23.45,1010.99,79.2,70.04,436.46
17.36,1020.49,54.21,44.63,456.98
17.51,1004.36,94.87,68.28,449.59
22.23,1013.09,58.02,46.93,448.27
27.01,1007.78,60.38,52.3,439.51
19.96,1006.16,62.77,39.53,460.49
24.43,1013.25,55.4,65.27,440.99
24.26,1009.78,76.68,61.02,442.86
23.45,1003.66,75.83,66.48,435.13
15.95,1017.71,69.32,42.24,465.35
23.03,1014.42,74.98,54.42,453.77
15.47,1016.42,89.85,48.98,457.55
7.71,1021.53,95.48,40.71,471.38
14.27,1014.83,62.7,41.48,458.19
11.02,1018.18,86.86,41.17,477.62
23.25,1009.17,89.85,72.99,438.51
13.45,1008.42,87.74,45.87,464.59
12.87,1020.64,74.38,39.3,467.54
8.16,1019.39,85.38,39.3,483.17
27.93,1015.41,49.95,73.68,435.95
20.12,1015.47,79.38,58.12,453.33
16.5,1003.05,65.99,39.72,459.06
18.92,1008.19,64.53,67.71,446.77
26.04,1016.68,81.2,74.67,433.55
19.23,1012.24,72.91,45.01,450.77
31.11,1009.11,54.86,74.87,434.3
25.45,1015.53,80.95,74.33,435.12
14.56,1009.46,78.22,25.88,466.29
28.18,1003.97,55.56,49.3,438.91
21.9,1017.45,66.89,57.76,449.95
22.04,1017.34,84.75,59.14,442.45
29.83,1004.32,67.55,71.98,426.98
25.21,1017.19,69.84,75.6,445.84
31.11,1010.81,56.08,71.8,437.2
18.94,1008.5,94.83,48.7,451.38
23.34,1012.67,80.76,59.44,445.24
22.5,1007.99,93.63,59.54,445.22
32.38,1007.7,61.15,77.24,430.96
7.39,1019.45,85.02,39.81,482.99
21.84,1015.77,88.12,59.39,442.11
14.72,1013.07,85.61,43.34,464.22
24.67,1013.62,59.42,49.5,455.31
23.17,1009.5,76.15,51.19,441.77
19.66,1018.75,87.6,59.87,446.28
23.95,1010.15,86.37,59.92,435.92
31.07,1005.2,58.93,64.96,428.63
27.03,1010.33,66.25,71.14,430.41
10.96,1013.46,79.54,37.5,471.05
7.84,1018.21,91.92,41.39,485.66
31.3,1007.27,62.99,67.17,433.53
15.76,1010.33,85.06,44.89,459.67
23.09,1012.25,43.95,45.01,453.45
16.9,1014.09,70.11,38.58,459.87
17.98,1012.09,83.03,59.15,451.97
13.86,1017.15,83.82,40.66,463.49
15.47,1007.69,91.07,46.48,462.58
7.11,1022.4,90.95,40.77,475.55
29.52,1008.55,76.24,77.24,433.82
7.94,1015.3,92.14,40.6,486.33
29.7,1005.63,57.35,57.35,433.27
23.5,1017.51,75.15,50.23,457.51
20.03,1017.23,87.82,60.77,449.31
8.49,1029.7,84.41,36.25,480.35
12.48,1011.24,61.1,40.67,475.96
9.96,1017.78,82.39,42.03,477.85
16.64,1021.02,70.34,44.9,460.93
14.35,1016.1,60.86,35.71,468.9
9.07,1014.41,70.39,40.67,484.5
12.57,1009.11,70.74,41.66,475.61
9.32,1022.14,79.49,37.73,477.91
27.17,1006.76,81.59,67.17,431.73
24.48,1017.03,66.89,50.23,456.02
6.69,1013.35,91.09,36.24,483.82
14.89,1012.26,77.58,39.58,465.95
22.32,1004.07,86.95,47.93,440.21
7.64,1012.78,88.09,39.85,481.53
25.34,1014.02,73.58,59.39,439.8
6.05,1013.09,91.88,42.85,485.02
16.72,1015.46,66.9,53.82,458.25
20.82,1004.13,79.42,52.84,449.59
18.94,1010.22,75.45,46.93,441.41
22.72,1005.96,83.9,69.84,436.7
22.02,1013.84,75.75,69.45,440.26
15.67,1015.76,66.29,38.62,463.17
6.17,1013.7,58.99,40.07,495.21
20.14,1013.24,83.39,46.33,453.35
28.05,1017.01,46.46,62.6,449.73
9.77,1017.69,78.26,41.44,481.74
18.91,1006.98,84.07,56.9,448.24
15.55,1011.97,44.66,43.02,466.2
11.95,1015.83,89.35,41.58,464.57
15.33,1013.4,78.99,37.2,466.81
25.62,1017.81,51.24,60.29,444.94
26.75,1013.76,57.93,56.57,443.92
19.37,1018.79,81.52,63.09,450.18
10.32,1017.98,87.66,41.46,479.61
16.85,1006.14,79.21,41.35,463.37
12.42,1023.13,79.8,43.8,466.59
20.3,1007.48,89.66,48.41,446.68
14.1,1026.92,67.25,42.74,466.1
11.77,1017.63,79.35,42.03,472.22
26.16,1013.24,71.92,59.87,446.73
26.85,1002.84,81.31,69.84,426.58
12.86,1013.6,84.85,40.6,472.04
14.12,1022.46,73.28,40.92,459.76
12.87,1019.26,71.55,39.3,471.48
26.23,1016.98,75.54,59.14,437.85
10.63,1017.13,66.12,40.67,483.27
15.62,1023.82,66.17,41.76,459.72
25.95,1001.35,92.67,73.77,432.21
18.77,1009.39,63.35,39.54,458.58
10.22,1018.27,93.62,45.01,474.32
17.67,1015.64,90.55,50.88,456.16
20.89,1011.22,89.68,70.32,442.5
22.5,1017.48,73.02,58.79,443.35
32.45,1015.26,44.12,68.3,431.79
10.31,1020.55,88.62,44.63,471.78
20.08,1019,77.06,63.09,448.74
28.28,1006.38,64.99,56.9,445.61
8.4,1013.67,69.13,38.5,486.5
24.31,1010.64,76.15,67.79,444.72
7.53,1023.19,91.28,41.16,475.7
25.17,1001.69,90.51,72.39,432.45
6.9,1018.48,78.84,40.62,479.97
23.03,1010.26,59.85,44.89,447.81
13.17,1016.55,74.47,38.91,470.63
25.09,1012.18,91.33,69.68,439.77
19.13,1004.47,91.7,40.79,457.83
29.56,1005.77,66.45,73.88,436.6
31.93,1005.27,73.71,70.4,432.29
13.8,1007.16,67.28,42.99,470.93
27.61,1005.01,35.63,49.16,441.18
